topic_id,query,facet_id,facet_desc,question,question2_case,answer,history,distractor
65,Tell me about Korean language.,F0924,Find resources on learning and teaching Korean.,are you looking for books on the korean language,similar_yes_yes,Sure if they'll teach me the Korean language.,"[{'question': 'are you trying to learn the korean language', 'answer': 'yes'}]",no i am looking for retail stores that sell stone carving tools
140,Information about east ridge high school.,F0165,"information about the sports program at East Ridge High School in Clermont, Florida",are you looking for east ridge high school activities,similar_no_yes,"Yes, sports activities specifically.","[{'question': 'are you interested in east ridge high school latest news', 'answer': 'no im interested in information about the sports program at east ridge high school'}]",yes that would be helpful
22,I'm looking for information on Rick Warren.,F0497,Take me to Rick Warren's homepage.,are you looking for a specific web page,similar_yes_yes,Yes the home page of Rick Warren.,"[{'question': 'do you know someone named rick warren', 'answer': 'yes take me to his homepage'}]",no im looking for reviews
70,to be or not to be that is the question,F0948,"Find a critical analysis of Hamlet's ""To be or not to be"" soliloquy.",are you interested in the quote from hamlet,similar_no_yes,"no, give me a critical analysis of Hamlet","[{'question': 'do you want to know where the quote came from', 'answer': 'no i want a critical analysis'}]",no i want to know more about the ritz carlton lake las vegas resort
176,Tell me about weather stripping,F0317,What is the best way to seal or weather strip my garage door?,would you like to learn about weather stripping,similar_yes_yes,"As I said before, yes, for my garage door.","[{'question': 'do you want to learn how to install weather strips on doors', 'answer': 'yes installing on my garage door'}]",yes and any other general information about memory that you have
70,to be or not to be that is the question,F0946,"Find the text of Hamlet's famous ""To be or not to be"" soliloquy.",are you interested in the quote from shakespeare or the quote used in another context,similar_yes_yes,"Find the text of Helmlets famous,","[{'question': 'do you want to know where the quote came from', 'answer': 'yes'}]",i dont know
69,Find sewing instructions for me,F0940,Find downloadable sewing patterns.,can you read sewing patterns,similar_no_yes,Yes but I need some downloadable sewing patterns.,"[{'question': 'would you like instructions on how to use a sewing machine', 'answer': 'no i need sewing patterns'}]",no i want to see road maps of the us
179,Tell me about black history.,F0327,Find a timeline for African Americans in the United States.,are you interested in black history,similar_yes_yes,"yes, i am. i want a timeline of black history.","[{'question': 'are you interested in history in the united states', 'answer': 'yes specifically african american history'}]",no
1,Tell me about Obama family tree.,F0001,"Find the TIME magazine photo essay ""Barack Obama's Family Tree"".",are you referring to the time magazine essay,similar_yes_yes,"Yes, the one about Barack Obama's Family Tree.","[{'question': 'would you like to know about obamas ancestors', 'answer': 'yes this is what am looking for'}]",yes and other video guides or books on how to build one
58,Find information about penguins.,F0891,Find the homepage of the Pittsburgh Penguins,are you looking for a specific web page,similar_no_yes,Just like what I said before.,"[{'question': 'are you interested in where penguins live', 'answer': 'no i want the hompage of the penguins hockey team'}]",the airport can be found at 2500 east airport drive
10,Where can I find cheap internet,F0007,Find me some providers of free wireless internet access.,are you wondering which provider has the cheapest internet,similar_yes_yes,i want to know which providers have free wireless internet access.,"[{'question': 'are you interested in lowcost internet providers', 'answer': 'yes i am looking for low cost internet providers'}]",yes but i would also like information about all hayrides in pennsylvania
188,Tell me about Internet phone serices.,F0369,How much does internet phone service cost?,are you interested in price comparison of packages,similar_no_yes,"Yes, but I want prices for your internet and phone services.","[{'question': 'do you need information on residential or business', 'answer': 'i dont know i want to know the cost'}]",no i want to know what the us capital tax rate consists of and how it is broken down
9,I am looking for sources of used car parts.,F1027,I'm looking for online sites that sell car parts.,are you looking for a specific web site,similar_yes_yes,"No, I want to view a wide range of sites that sell used car parts.","[{'question': 'would you like to know maore about getting the best used car parts', 'answer': 'yes i need an online site that sells used car parts'}]",i dont know
109,I'm looking for information about mayo clinic Jacksonville FL,F0041,"How does one request an appointment at the Mayo Clinic in Jacksonville, Florida?",which department are you interested in at mayo clinic jacksonville fl,similar_yes_yes,I just want to request an appointment.,"[{'question': 'would you like to request an appointment', 'answer': 'yes'}]",yes i want a map of the area around the us capitol including nearby sites to visit
60,Tell me about Bellevue.,F0902,"Find information about Bellevue, Nebraska.",do you want to know about the nearest town named bellevue,similar_yes_yes,"Yes please, info on Bellevue.","[{'question': 'do you need information about bellevue nebraska', 'answer': 'yes i do'}]",no i want to know what von willebrand disease is
13,map,F0123,I want to find sources for satellite maps and live satellite photos.,are you interested in satellite maps,similar_no_yes,"Yes, I want information on where to get maps or photos by operational satellites","[{'question': 'do you want a map with driving directions', 'answer': 'no i want satellite maps'}]",no i need demographic information
148,What is martha stewart and imclone?,F0186,find sites that support Martha Stewart with respect to the insider trading case,would you be interested in learning more about martha stewart and imclones history,similar_yes_yes,"Yes, and websites that support her.","[{'question': 'are you interested in martha stewarts role in the company', 'answer': 'yes i would like to know martha stewarts role in imclone'}]",yes i am looking for general information on kiwi fruit
30,Find me information about diabetes education,F0770,Take me to the American Association of Diabetes Educators homepage.,are you looking for a specific web site,similar_no_yes,"Yes , I was eagerly waiting for that website for having some amount of information about it","[{'question': 'are you searching for prevention tools', 'answer': 'no i want the homepage for the american association of diabetes educators please'}]",no i am looking for information on the greek mathematician euclid
94,Give me information about Titan.,F1050,Find the homepage for Titan motorcycles.,are you interested in a specific titan,similar_no_yes,i want to know the homepage only.,"[{'question': 'are you interested in learning more about mythological titans', 'answer': 'no i am interested in titan motorcycle company'}]",yes i am looking for breeders cup races
87,who invented music,F1011,Find information on the history and development of music.,would you like to know about inventions related to music,similar_yes_yes,"No, just the history and development of music.","[{'question': 'do you want to know what kind of music was the first', 'answer': 'yes as well as how music developed from that point onward'}]",english i need a blackandwhite map that a kid could color in
182,How can I quick smoking,F0344,What are the benefits of quitting smoking?,are you trying to quit smoking,similar_no_yes,Yes. I would like to know the immediate benefits I would experience.,"[{'question': 'are you looking for doctors that can help you quit smoking', 'answer': 'no i want information on what are the health benefits of quitting smoking'}]",no i need their web site please
29,Tell me about ps 2 games?,F0731,I'm looking for sites that announce new PlayStation 2 games.,are you referring to playstation 2 games,similar_yes_yes,Yes I am.,"[{'question': 'would you like to see a list of new released ps2 games', 'answer': 'yes i would like to see newly released ps2 games'}]",yes tell me what congenital conditions causes it
63,Find information about flushing.,F0916,"Find a street map of Flushing, NY.",are you referring to flushing new york,similar_no_yes,"yes, show me a street map","[{'question': 'are you looking for a directions to the new york hall of science in flushing meadows corona park', 'answer': 'no i am looking for a map of the flushing neighborhood area only'}]",no im not
88,Where can I find information about forearm pain?,F1020,Find information about supports and braces for the forearm to prevent injury or lessen pain.,are you looking for any specific web pages,similar_yes_yes,"No, just information about supports and braces for my forearm to prevent injury or help treat pain.","[{'question': 'are you looking for a specific method to cure your forearm pain', 'answer': 'yes supports and braces for the pain'}]",no not really
58,Find information about penguins.,F0892,Find Pittsburgh Penguins merchandise such as hockey jerseys.,would you like to buy some stuff related pittsburgh penguins,similar_no_yes,"Yes, I'm looking for things like jerseys.","[{'question': 'would you like to buy a book about this topic', 'answer': 'no im looking for pittsburh penguins merchandise'}]",na
96,tell me about rice?,F1056,What is the nutritional value of white rice?,do you want to know how to harvest rice,similar_yes_no,No just the nutritional content of it.,"[{'question': 'do you want to know the nutritional content of rice', 'answer': 'yes i want to know the nutritional value of rice'}]",no im looking for websites that do appraisals
28,I'm interested in InuYasha,F0699,"Find games based on the InuYasha series, either online or for game systems.",are you interested in inuyasha wiki activity,similar_no_no,"No, I am looking for video games based off the Inuyasha series.","[{'question': 'are you looking for any specific pictures', 'answer': 'no i am looking for inuyasha games'}]",no not the game just general information on the human memory
55,tell me about iron,F0884,Find dealers in irons for clothing.,would you like to know how iron is mined,similar_no_no,"No, I need to buy an iron for smoothing out clothes.","[{'question': 'are you interested in knowing how iron is made', 'answer': 'no i need to find places to buy irons for clothing'}]",i need facility information on the ontario ca airport
50,Info on dog heat?,F0856,What are symptoms of heat stroke and other heat-related illnesses in dogs?,do you want to know how long a female dogs heat lasts,similar_yes_no,"No, heat strokes in dogs, not a dog in heat.","[{'question': 'what would you like to know about the dog heat season', 'answer': 'yes'}]",no i dont need examples
55,tell me about iron,F0882,Find information about the element iron (Fe).,woud you like a list of items made from iron,similar_no_no,Sure.,"[{'question': 'would you like to figure out iron alloys used to make stainless steel', 'answer': 'no i would like general information about the element iron'}]",no one i want to know the symptoms
111,I'd like to learn about lymphoma in dogs,F0053,What treatments are available for dogs diagnosed with lymphoma?,would you like to know about risk factors of lymphoma in dogs,similar_yes_no,"No, I need treatments available for dogs with lymphoma.","[{'question': 'are you looking for treatment options', 'answer': 'yes for lymphoma in dogs'}]",yes thats right
11,How to prepare for the GMAT?,F0048,Take me to the VeritasPrep home page.,would you like to know what distinguishes gmat from gre,similar_no_no,"No, I want to be taken to the VeritasPrep homepage.","[{'question': 'would you like to know more about the gmat test', 'answer': 'no i want the veritasprep home page'}]",no
187,Tell me about vanuatu,F0365,"Find photos from the ""Survivor 9, Vanuatu"" TV reality series.",are you interested in visiting,similar_no_no,"No, I want photos from the Survivor episode.","[{'question': 'do you want to know the history', 'answer': 'no i am looking for photos from season nine of the television show survivor'}]",no i am looking for a road map of the united states
180,Tell me about hotels in New York.,F0336,Find inexpensive hotels in New York City.,what is your price range,similar_yes_no,Just go ahead and list them from the lowest price first.,"[{'question': 'do you need a list of available new york hotels', 'answer': 'yes the least expensive ones'}]",no i want to know the historical information about orcas island
21,Tell me information about Volvo.,F0459,Find a Volvo dealer.,are you interested in who is the ceo,similar_no_no,"No, I am interested in the new crossovers.","[{'question': 'would you like to buy semi truck', 'answer': 'no i need a volvo dealer'}]",no
182,How can I quick smoking,F0344,What are the benefits of quitting smoking?,are you looking for patches,similar_yes_no,"No, I want to know why I should quit, what are the benefits of ditching cigarettes?","[{'question': 'are you trying to quit smoking', 'answer': 'yes'}]",none i would like the sports section of the milwaukee journal sentinel
151,What is a 403b?,F0203,What are the rules for a 403b retirement plan?,are you trying to find out the difference between 401k and 403b,similar_yes_no,Not really. What are the rules of a 403b?,"[{'question': 'do need to see any specific information about 403b eligibility', 'answer': 'yes i need to know the rules'}]",yes i need this information
179,Tell me about black history.,F0329,Find names of famous African American inventors.,do you want to know about a specific person,similar_no_no,"no, just famous African American Inventors in general.","[{'question': 'are you looking for a specific event or activity', 'answer': 'no i would like to find names of famous african american inventors'}]",no i need info about the show star trek voyager
15,Give me espn sports information.,F0193,I want to find NBA basketball standings.,do you wnat sports scores,similar_yes_no,I want to find NBA basketball standings.,"[{'question': 'are you looking for information on a specific league', 'answer': 'yes i need nba standings'}]",yes
22,I'm looking for information on Rick Warren.,F0499,I'm looking for background and biographical information on Rick Warren.,are you wanting to see videos by the pastor,similar_yes_no,"Yes, show me videos of Rick Warren's life","[{'question': 'are you referring to the pastor', 'answer': 'yes id like background information on rick warren'}]",yes show me reports on ford edges reliability
87,who invented music,F1014,Who invented the radio?,are you interested in the invention of modern music or the beginning of all music,similar_no_no,I am interested in the invention radio.,"[{'question': 'do you want to know the first song ever recorded', 'answer': 'no i would like to know who invented the radio'}]",no im looking for information on how often they can predict cancer
75,Find information about tornadoes,F0965,What were the deadliest tornadoes in history?,do you need to know the difference between a watch and a warning,similar_yes_no,"No, I'd like to know what the deadliest tornadoes in history were.","[{'question': 'are you interested in tornado disasters', 'answer': 'yes i want to know which tornadoes were the deadliest'}]",no find the sports section
167,Tell me about Barbados.,F0273,Find a map of Barbados.,would you like the latest news of barbados,similar_yes_no,"No, I would like to see a map of it.","[{'question': 'would you like a map of barbados', 'answer': 'yes'}]",no i am looking for reviews of the ritz carlton lake las vegas
170,Tell me about scooters.,F0294,Find the homepage of Hoveround scooters.,are you looking to rent a scooter,similar_no_no,No I want the hoveround scooters homepage,"[{'question': 'are you interested in scooter laws', 'answer': 'no i want to find the homepage of hoveround scooters'}]",no just a list of movies on the civil war
158,How should I use the septic system design,F0232,I need a septic system contractor.,are you looking for septic system design software,similar_yes_no,Not the software. I need an engineer.,"[{'question': 'are you looking for engineers in such field', 'answer': 'yes i am looking for a sepetic system engineer'}]",no just reviews and ratings
28,I'm interested in InuYasha,F0701,Find music from the InuYasha television series.,are you interested in a specific season of inuyasha,similar_no_no,"No, what I had just said before.","[{'question': 'are you interested in the list of inuyasha characters', 'answer': 'no i am interested in music for the inuyasha television series'}]",no information about hosting on the pampered chef cooking show
176,Tell me about weather stripping,F0318,How do I weather strip my sliding glass door?,would you like to know what a weather strip is,similar_yes_no,"No, as I said I need to know how to install on a sliding glass door.","[{'question': 'do you want to learn how to install weater strips on windows', 'answer': 'yes i need information on installing weather strips on large sliding glass windows or doors'}]",i would like to know the illinoise state income tax
162,Tell me more about dnr,F0252,"What are ""do not resuscitate"" orders and how do you get one in place?",are you referring to the the department of natural resources in maryland,similar_yes_no,"No, I am interested in ""do not resuscitate"" orders.","[{'question': 'are you interested in the medical term dnr', 'answer': 'yes i want to know what dnr orders are and how to get one in place'}]",i dont know
167,Tell me about Barbados.,F0275,Suggest tourist activities in Barbados.,are you looking for a specific website,similar_no_no,"Yes, website about tourist activities in Barbaros","[{'question': 'are you interested in barbados flag', 'answer': 'no i need to find tourist activities'}]",are you interested in computer memory
55,tell me about iron,F0881,Find sites where I can buy iron supplements.,are you trying to determine whats a safe amount of iron in your blood,similar_yes_no,No I need to find a place online where I can buy iron supplements.,"[{'question': 'would you like to buy supplements', 'answer': 'yes i would like to find a site to buy iron supplements'}]",no i want to find the webpage
148,What is martha stewart and imclone?,F0185,find information/timeline about Martha Stewart's insider trading case,do you want to know who owns the company imclone,similar_no_no,"Not really, I only want to know information about Martha Stewart's insider trading.","[{'question': 'are you interested in martha stewarts role in the company', 'answer': 'not necessarly unless it has to do with the insider trading case'}]",i need to find a spreadsheet to figure it out
78,I'm looking for information on dieting,F0975,"Find ""reasonable"" dieting advice, that is not fads or medications but reasonable methods for weight loss.",would you like to know more about dieting products for weight loss,similar_yes_no,"no, i want real dieting advice","[{'question': 'are you looking for dieting that involves no medications', 'answer': 'yes i would like information about dieting that requires no medications'}]",no im looking for the history of hoboken
161,Tell me about furniture for small spaces.,F0249,What is the effect of mirrored surfaces in small spaces?,are you interesting in buying furniture,similar_no_no,"No, I'm simply looking for information about mirrored surfaces in small places for now.","[{'question': 'are you looking for living room furniture', 'answer': 'no i would like to know the effect of mirrored surfaces in small places'}]",yes id like to read those reviews
151,What is a 403b?,F0203,What are the rules for a 403b retirement plan?,would you like to see resources for retirement investing,similar_yes_no,"No, just the rules for a 403b retirement plan.","[{'question': 'would you like to know more about a 403b retirement account', 'answer': 'yes i want to know the laws surrounding it'}]",yes
62,Tell me about texas border patrol.,F0912,How do I get a job with the U.S. Border Patrol in Texas?,do you want to know what their jurisdiction is,similar_no_no,No I want to know how to apply for a job.,"[{'question': 'are you trying to find out if they can use deadly force', 'answer': 'no i want to work for them'}]",yes
109,I'm looking for information about mayo clinic Jacksonville FL,F0042,"Find the contact information for the Mayo Clinic in Jacksonville, FL.",are you wanting to visit this hospital because of a friend or family,similar_yes_no,"no, address","[{'question': 'would you like to know more about the mayo clinic facilities and services', 'answer': 'yes tell me the ratings mayo clinic facilities and services'}]",no just what they offer
196,Tell me information about a sore throat.,F0397,What does it mean when my throat is sore on only one side?,are you looking for doctors that treat sore throats,similar_no_no,"No, I just want to know why my throat feels the way it does.","[{'question': 'would you like things to do to soothe a sore throat', 'answer': 'no i want to know why my throat is only sore on one side'}]",no im looking for migration patterns
187,Tell me about vanuatu,F0364,I need travel and tourism information for Vanuatu.,do you want to contact somebody here,similar_yes_no,"no, i want general travel information.","[{'question': 'do you want to know the population', 'answer': 'yes and nother local information'}]",yes from starbucks
91,Tell me about er television show.,F1036,Find episodes of ER I can download or watch online.,are you looking for a list of er episodes,similar_no_no,yes,"[{'question': 'are you interested in summaries of episodes of er tv show', 'answer': 'no i need to find er episodes i can download or watch online'}]",no i need more information on nanotechnological solar power
141,How to register dmv in va?,F0168,Where are offices of the Virginia Department of Motor Vehicles located and what are their hours of operation?,would you like the phone numbers to the va dmv registration,similar_yes_no,"no, i need the locations and when they are open","[{'question': 'would you like hours for va dmv registration', 'answer': 'yes i would like to know the hours but i also need to know their locations'}]",yes but also how to manage a diverse work force
70,to be or not to be that is the question,F0947,Find famous quotes from Shakespeare's plays.,do you want to know how others have used that quote,similar_no_no,"no, i want to know more famous quotes from him","[{'question': 'are you referring to the philosopher aristotole', 'answer': 'no im talking about shakespeare'}]",i am looking for where i can get euclid truck parts
88,Where can I find information about forearm pain?,F1017,What are some exercises recommended for forearm pain?,are you looking for any specific web pages,similar_yes_no,"No, I want to find information on exercises to help with forearm pain.","[{'question': 'does your forearm hurt from sports', 'answer': 'yes what exercises can i do to ease the pain'}]",the symptoms
91,Tell me about er television show.,F1035,Find summaries of episodes from the show ER.,do you want to know what time er tv show is on,similar_no_no,"No, as I said I just need summaries of episodes.","[{'question': 'are you looking for the featured music on the er tv show', 'answer': 'no i am looking for summaries of episodes from the show er not featured music from the show'}]",no i am not
53,discovery channel store,F0872,Find Discovery Channel store products based on the Animal Planet program.,are you looking for a certain store location,similar_yes_no,"no, i want animal planet products from discovery channel store","[{'question': 'are you looking for a deadliest catch product', 'answer': 'yes i am looking for products but not from deadliest catch'}]",i dont know
67,I'm looking for information on VLDL levels,F0933,"What is the difference between LDL, HDL, and VLDL?",would you like to take a survey on your cholesterol,similar_no_no,"I'm just interested in the difference between LDL, HDL and VLDL?","[{'question': 'what age range would you like to see recommended vldl levels for', 'answer': 'no can you just tell me the difference between vldl and ldl and hdl'}]",yes specifically what were the major battles
263,tell me about evidence for evolution,F0635,What are the current scientific theories of and data on evolution?,are you looking for evolution of people,similar_yes_no,just evolution in general,"[{'question': 'are you looking for scientific evidence', 'answer': 'yes'}]",no i want to know how to care for them
60,Tell me about Bellevue.,F0904,Find the homepage of Bellevue University.,are you looking for bellevue baptist church,similar_no_no,"No, the university, I'm looking for the home page of Bellevue University.","[{'question': 'would you like to see notable residents of bellevue washington', 'answer': 'no take me to the bellevue university homepage'}]",no i am looking for examples of wedding budgets
234,tell me about dark chocolate health benefits,F0539,What are the health benefits associated with eating dark chocolate?,are you trying to loss weight,similar_yes_no,Information need reminder.,"[{'question': 'did you need the nutritional value for dark chocolate', 'answer': 'yes that would be helpful'}]",no i want to know worldwide locations
122,Tell me more about Culpeper National Cemetry,F0098,Where is the Culpeper National Cemetery located?,are you looking for things to do near culpeper national cemetery,similar_no_no,"No, I want to find out the location of the site.","[{'question': 'do you want to know the history of culpeper national cemetery', 'answer': 'no i want to know the location'}]",i want to find i dead for how to celebrate poeam in your pocket day and national poetry month
5,Find information about Mitchell College.,F0854,Find information on admissions to Mitchell College. How do I become a student there?,would you like directions to mitchell college,similar_yes_no,how can i become a student at mitchell college?,"[{'question': 'are you interested in a specific web page', 'answer': 'yes i am looking for the admissions page to mitchell college'}]",the demographic info for cass county mo
162,Tell me more about dnr,F0254,What are the Maryland Department of Natural Resources' regulations for deer hunting?,do you want to know the legality of dnr,similar_no_no,i want to know rules about deer hunting in maryland,"[{'question': 'are you interested in the medical term dnr', 'answer': 'no i want to know the regulations related to deer hunting by maryland department of natural resources'}]",no
65,Tell me about Korean language.,F0925,"Find a history of Hangul, the Korean writing system.",are you interested in korean language degrees,similar_yes_no,"no, i want to know about the history of hangul","[{'question': 'are you looking for information about hangul', 'answer': 'yes i want to read about its history'}]",no
30,Find me information about diabetes education,F0768,"Find free diabetes education materials such as videos, pamphlets, and books.",do you want help finding a medical doctor for diabetes education,similar_no_no,No just info in the form of books and pamphlets.,"[{'question': 'are you searching for prevention tools', 'answer': 'no i want free education materials'}]",no i just want to know about average salaries
186,tell me about UNC,F0361,Find reports of University of North Carolina Chapel Hill athletics.,are you interested in the whereabouts of the university of carolina,similar_yes_no,"No, I want to read reports on their athletics.","[{'question': 'would you like to learn about unc sports', 'answer': 'yes can you find reports'}]",no i only want to know about one particular person
86,tell me about bart sf,F1010,Find a site that automatically plans trips on the BART system.,do you need to purchase a bart ticket,similar_yes_no,"No not yet, I just need to plan trips.","[{'question': 'do you need information on how to ride the bart', 'answer': 'yes i need details on how to travel around on bart'}]",no thanks
129,Tell me information about Iowa's food stamp program,F0120,Find statistics for the food stamp program in Iowa.,regarding food stamps in iowa are you looking for eligibility information,similar_no_no,"no, I want what I last asked for.","[{'question': 'are you interested in the requirements for applying to the program or the poverty level limits', 'answer': 'no i want the statistics of then iowa food stamp program'}]",none
181,I’m interested in old coins,F0342,I'm looking for information about old US silver dollars.,would you like information on the worth of coins,similar_no_no,Yes that's it.,"[{'question': 'do you want pictures of old coins', 'answer': 'no i need resouces that will give me information on old coins and their value'}]",yes and i am also looking for road maps
187,Tell me about vanuatu,F0364,I need travel and tourism information for Vanuatu.,do you want to contact somebody here,similar_yes_no,Yes if they can give me travel info.,"[{'question': 'is your question about tourism in vanuatu', 'answer': 'yes'}]",yes i would like information about their anatomy
77,Information about bobcat,F0974,Find the homepage of the Bobcat company.,are you interested in cultivated or wild bobcats,similar_no_no,"No, I need the webpage for the Bobcat company.","[{'question': 'are you looking for a specific tractor model', 'answer': 'no just the website'}]",no i want to know how adobe houses are built
138,I'm looking for information on jax chemical company,F0155,Who are retailers that sell Jax Chemical Company's Green Patina solution?,do you need info on what jax chemical company produces,similar_yes_no,"Yes, specifically their green patina solution.","[{'question': 'are you interested in a specific type of product', 'answer': 'yes i am looking for green patina solution'}]",none i would like the sports section of the milwaukee journal sentinel
42,I’m looking for the music man.,F0822,Find lyrics for songs from The Music Man.,do you want to know the actors in the music man,similar_no_no,"no, I want to know the lyrics of the songs from The Music Man.","[{'question': 'are you looking for reviews of the music man', 'answer': 'no i am looking for the music man lyrics'}]",no
3,How to get organised?,F0767,Find catalogs of office supplies for organization and decluttering.,are you looking to organize your course work,similar_yes_no,"Yes, any sort of organization.","[{'question': 'do you need tips on diy organizational methods', 'answer': 'yes i need office supplies that will help me organize and declutter my office'}]",i do not know how to answer the quest
115,Tell me about the pacific northwest laboratory.,F0067,types of research projects performed at PNL,do you need stock price values for the company,similar_no_no,"no, I want to know which research projects pnl does.","[{'question': 'is there any specific information that you would like to know about employment requirements at pnl', 'answer': 'no i am looking for types of research projects performed at pnl'}]",i just need the ontario ca airports address
88,Where can I find information about forearm pain?,F1019,Find information about tendinitis in the forearms.,are you looking for a specific method to cure your forearm pain,similar_yes_no,i just need general information about tendinitis,"[{'question': 'does your forearm hurt from twisting', 'answer': 'yes what information on forearm tendinitis can you give me'}]",i need to know which carry trains
58,Find information about penguins.,F0895,"Find pictures of the penguins from the animated movie, ""Madagascar"".",would you like to buy some stuff related pittsburgh penguins,similar_no_no,"No, I want pictures of the penguins from the movie ""Madagascar"".","[{'question': 'are you looking for a specific web page', 'answer': 'no i want to see images of penguins from the madagascar movie'}]",i dont know
186,tell me about UNC,F0361,Find reports of University of North Carolina Chapel Hill athletics.,would you like to learn about the unc campuses,similar_yes_no,"No, I would like to learn about their athletic reports.","[{'question': 'are you interested in any specific activities at university of carolina', 'answer': 'yes athletics'}]",no ingredients im looking for a complete recipe for stroganoff
189,Find information about the gs pay rate,F0371,Does the Federal Wage System affect the General Schedule?,do you want to know the federal pay cap for 2018,similar_no_no,"No, I'm actually looking to find out how the wage system affects the general schedule.","[{'question': 'are you interested in applying for federal jobs', 'answer': 'no i am interested in knowing if the federal wage system affects the general schedule not in applying for jobs'}]",no i want to find information on which tribes built adobe houses
185,How do I get my free annual credit report?,F0358,How do you dispute credit report information?,are you wanting a copy of your credit report,similar_yes_no,No I just want to know how to disupte the credit report info.,"[{'question': 'are you interested in learning if your credit report is safe', 'answer': 'yes'}]",yes
185,How do I get my free annual credit report?,F0358,How do you dispute credit report information?,would you want to know what is in a credit report,similar_no_no,"no, i want to know how to dispute credit report if something is wrong","[{'question': 'may i provide you a list of best credit reporting agencies', 'answer': 'no how do i dispute credit report information'}]",i am interested in general treatment for severe angular cheileitis
167,Tell me about Barbados.,F0276,Find the Barbados Underground homepage.,are you interested in barbados,similar_yes_no,I'm interested specifically in barbados underground.,"[{'question': 'would you like a map of barbados', 'answer': 'yes i would like to see a geographical map of barbados'}]",no i want to know some poems that were written for poem in your pocket day
113,Tell me more about HP mini 2140,F0061,product reviews for the HP Mini 2140 notebook computer,do you need technical specifications for the hp mini 2140,similar_no_no,Nope just the product reviews for it.,"[{'question': 'do you want to know the specs of hp mini 2140', 'answer': 'no i am looking for reviews on the hp mini 2140 notebook computer'}]",i would like to know who said that quote
145,Tell me about vines for shade.,F0178,"ideas on using plant vines to shade an area on or around my house from the sun, like training them on an inexpensive trellis or up a wall or fence",what growing climate do you live in,similar_yes_no,I live in a humid subtropical climate.,"[{'question': 'do you want to know how to plant a vine for shade', 'answer': 'yes'}]",im looking for flight information for the ontario ca airport
188,Tell me about Internet phone serices.,F0366,What is the best internet phone service?,are you looking for a free internet phone service,similar_no_no,I am looking for the best internet phone service,"[{'question': 'is there a specific internet company you need information on', 'answer': 'no i want to know about which one is the best'}]",i dont know i think i am more interested in current information
42,I’m looking for the music man.,F0824,Find recordings of songs from The Music Man.,are you looking for showtimes for the music man,similar_yes_no,Yes tell me what songs are from the music man.,"[{'question': 'do you want to listen to songs from the music man', 'answer': 'yes'}]",yes so i would like to know where can i buy a road map of brazil
188,Tell me about Internet phone serices.,F0367,Find free internet phone service.,do you need technical support related to your service,similar_no_no,No I just need to find a free phone service.,"[{'question': 'are you looking into price difference of companies in your area', 'answer': 'no i am looking for free internet phone service specifically'}]",no which indian tribes lived in them
78,I'm looking for information on dieting,F0979,Find recommendations for dieting and exercising.,do you need anything specific in relation to counting calories you consume daily,similar_yes_no,"yes, I would like to know more about that topic","[{'question': 'are you looking for dieting tips', 'answer': 'yes and exercise tips as well'}]",yes i am interested in the history of orcas island
40,what are the popular jobs in Michigan,F0817,Find career resources and information on job seeking in Michigan.,would you like application information for the michegan works program,similar_yes_no,"no, i do not.","[{'question': 'are you looking for michworks career information', 'answer': 'yes please'}]",no i would like more information about nasa voyager
52,Tell me about avp,F0868,"Find sites devoted to the ""Alien vs. Predator"" movie franchise.",do you want an acronym meanining for avp,similar_no_no,"No, I am want to know about the movie of Alien vs. Predator.","[{'question': 'do you want to know about a management position', 'answer': 'no i want to see sites about alien vs predator'}]",no i need to know how do they treat carotid cavernous fistula or ccft
182,How can I quick smoking,F0343,What are the ways you can quit smoking?,are you looking for smoking alternative products,similar_yes_no,Yes or ways to quit cold turkey.,"[{'question': 'are you looking for information on how to quit smoking', 'answer': 'yes'}]",yes the racing schedule
168,What are the causes of lipoma tumors,F0278,What are the causes of lipoma tumors in humans?,are you looking for the definition to lipoma,similar_no_no,"No, that's not relevant","[{'question': 'are you referring to malignant lipolysis', 'answer': 'no i am trying to find out what causes lipoma tumors in humans'}]",i need information about antique appraisals
160,What are the best recepies for grilling,F0245,Find instructions for grilling chicken.,do you need to know where you can purchase a grill,similar_yes_no,"No, I am not interested in the topic","[{'question': 'are you interested in grilling a specefic food', 'answer': 'yes chicken'}]",no i want to know what von willebrand disease is
58,Find information about penguins.,F0894,Find penguin photos.,do you want to watch funny penguin videos,similar_yes_no,"no, pictures","[{'question': 'are you looking for any specific information about the birds', 'answer': 'yes i need photos of them'}]",i dont know
196,Tell me information about a sore throat.,F0396,Find information on throat cancer.,are you looking for medicines to treat a sore throat,similar_no_no,"No, I want to know about throat cancer","[{'question': 'are you wanting to know the illnesses that list sore throat as a symptom', 'answer': 'no i want information on throat cancer'}]",no i need the internet homepage for euclid chemical company
63,Find information about flushing.,F0913,"Find information about Flushing, a neighborhood in New York City.",would you like directions to flushing new york,similar_no_no,"No, I am interested in finding information about flushing out a wound.","[{'question': 'would you like to see diagrams of how a toilet flushes', 'answer': 'no i am not intrested in this information'}]",no
40,what are the popular jobs in Michigan,F0818,Find information about services available to the unemployed in Michigan.,are you searching for workers for your company,similar_yes_no,"No, I am looking for services for unemployed in Michigan.","[{'question': 'do you need help navigating the website', 'answer': 'yes for services availalble to the unemployed'}]",no i just want to go to the starbucks homepage
